round_id,agent_count,byzantine_count,threshold,consensus_reached,consensus_value,ground_truth,accuracy,convergence_time_ms,consensus_similarity,api_calls_count,timestamp
0,10,3,0.8,true,109.54531220499352,56.285714285714285,0.053763488743769905,219797,0,30,1770181426
1,10,4,0.8,true,117.95307084115095,64.33333333333333,0.16653257759868978,236472,0,30,1770181663
2,10,2,0.8,true,146.93519216107876,51.75,0,242703,0,30,1770181906
3,10,4,0.8,true,96.91063293785575,64.33333333333333,0.49361710459291563,239718,0,30,1770182145
4,10,1,0.8,true,95.83333333333336,64.88888888888889,0.523116438356164,236130,0,30,1770182381
5,10,2,0.8,true,86.70384117742738,50.5,0.2830922539123292,237188,0,30,1770182619
6,10,0,0.8,true,95.83333333333336,58.7,0.3674048835888697,245477,0,30,1770182864
7,10,3,0.8,true,95.23293654876566,55.57142857142857,0.28629677161604195,232134,0,30,1770183096
8,10,0,0.8,true,112,58.7,0.09199318568994896,245221,0,30,1770183341
9,10,4,0.8,true,99.30630523106254,64.33333333333333,0.4563786751648309,245611,0,30,1770183587
10,10,1,0.8,true,112.00000000000003,64.88888888888889,0.27397260273972546,235028,0,30,1770183822
11,10,3,0.8,true,82.60641061354008,56.285714285714285,0.5323734154954809,245596,0,30,1770184068
12,10,2,0.8,true,89.14983987766261,51.125,0.25623785080366523,224741,0,30,1770184292
13,10,2,0.8,true,108.57055921074007,50.5,0,231590,0,30,1770184524
14,10,4,0.8,true,92.05093869917557,64.33333333333333,0.5691563932770636,244073,0,30,1770184768
15,10,2,0.8,true,103.47547841412373,50.5,0,238741,0,30,1770185007
16,10,3,0.8,true,104.50826713050446,55.57142857142857,0.11938850921971389,236534,0,30,1770185243
17,10,2,0.8,true,98.27616985712223,51.125,0.07772772895604452,247756,0,30,1770185491
18,10,3,0.8,true,90.16166313010349,57,0.41821643631397387,260200,0,30,1770185751
19,10,3,0.8,true,90.7105467862447,55.57142857142857,0.36767653598017236,263304,0,30,1770186015
20,10,4,0.8,true,82.84167465481737,64.33333333333333,0.7123055753137195,226029,0,30,1770186241
21,10,2,0.8,true,83.79658130530903,49.875,0.31986804400382896,229986,0,30,1770186471
22,10,3,0.8,true,86.78717042371937,55.57142857142857,0.4382771389047927,219700,0,30,1770186690
23,10,3,0.8,true,89.60774103534693,55.57142857142857,0.3875213695438855,231177,0,30,1770186922
24,10,0,0.8,true,95.00000000000001,58.2,0.367697594501718,248270,0,30,1770187170
