round_id,agent_count,byzantine_count,threshold,consensus_reached,consensus_value,ground_truth,accuracy,convergence_time_ms,consensus_similarity,api_calls_count,timestamp
0,10,0,0.8,true,95,58.2,0.36769759450171824,256839,0,30,1770283621
1,10,2,0.8,true,116.97823483098652,50.5,0,247217,0,30,1770283868
2,10,1,0.8,true,95,64.33333333333333,0.5233160621761657,256824,0,30,1770284125
3,10,0,0.8,true,113,59.2,0.09121621621621634,249792,0,30,1770284375
4,10,1,0.8,true,96.66666666666669,65.44444444444444,0.5229202037351439,268729,0,30,1770284644
5,10,3,0.8,true,108.45715957552177,55.57142857142857,0.04832874799832276,242546,0,30,1770284886
6,10,0,0.8,true,112.00000000000003,58.7,0.09199318568994852,238031,0,30,1770285124
7,10,4,0.8,true,120.0205572078507,66,0.18150670897195909,241329,0,30,1770285366
8,10,0,0.8,true,112,58.7,0.09199318568994896,239462,0,30,1770285605
9,10,3,0.8,true,79.90264757148334,55.57142857142857,0.5621631542406595,241118,0,30,1770285846
10,10,4,0.8,true,91.47729308439519,64.33333333333333,0.5780731644912664,234584,0,30,1770286081
11,10,0,0.8,true,96.66666666666669,59.2,0.3671171171171169,241148,0,30,1770286322
12,10,0,0.8,true,95.00000000000001,58.2,0.367697594501718,237358,0,30,1770286560
13,10,3,0.8,true,107.35379621036815,55.57142857142857,0.06818361575172993,243682,0,30,1770286803
14,10,4,0.8,true,100.54823395420246,65.16666666666667,0.4570603485288627,245692,0,30,1770287049
15,10,3,0.8,true,116.92659250239925,57,0,252915,0,30,1770287302
16,10,4,0.8,true,80.20214687203232,64.33333333333333,0.7533345045798084,230053,0,30,1770287532
17,10,4,0.8,true,101.98954404059309,66,0.454703878172832,233345,0,30,1770287765
18,10,1,0.8,true,95.00000000000001,64.33333333333333,0.5233160621761654,238692,0,30,1770288004
19,10,2,0.8,true,94.5024134211321,50.5,0.12866508076966132,228955,0,30,1770288233
20,10,1,0.8,true,95.00000000000001,64.33333333333333,0.5233160621761654,233242,0,30,1770288466
21,10,1,0.8,true,95.83333333333336,64.88888888888889,0.523116438356164,222521,0,30,1770288689
22,10,3,0.8,true,88.66724374879931,56.285714285714285,0.4246936389807229,226844,0,30,1770288916
23,10,0,0.8,true,112,58.7,0.09199318568994896,231465,0,30,1770289147
24,10,1,0.8,true,95.83333333333336,64.88888888888889,0.523116438356164,228228,0,30,1770289376
