round_id,agent_count,byzantine_count,byzantine_ratio,threshold,consensus_reached,consensus_value,ground_truth,accuracy,convergence_time_ms,consensus_similarity,outlier_count
1838,5,2,0.40,0.75,true,104.4785,95.3310,0.9040,0,1.0000,0
1839,5,2,0.40,0.75,true,128.0655,100.7194,0.7285,0,1.0000,0
1840,5,2,0.40,0.75,true,114.8196,96.6471,0.8120,0,1.0000,0
1841,5,2,0.40,0.75,true,136.6854,105.2129,0.7009,0,1.0000,0
1842,5,2,0.40,0.75,true,152.4142,102.4981,0.5130,0,1.0000,0
1843,5,2,0.40,0.75,true,117.2336,103.0291,0.8621,0,1.0000,0
1844,5,2,0.40,0.75,true,109.8875,102.3337,0.9262,0,1.0000,0
1845,5,2,0.40,0.75,true,121.0398,99.7717,0.7868,0,1.0000,0
1846,5,2,0.40,0.75,true,85.5846,101.7010,0.8415,0,1.0000,0
1847,5,2,0.40,0.75,true,141.9915,99.8192,0.5775,0,1.0000,0
1848,5,2,0.40,0.75,true,102.6129,102.8937,0.9973,0,1.0000,0
1849,5,2,0.40,0.75,true,111.9226,100.0812,0.8817,0,1.0000,0
1850,5,2,0.40,0.75,true,99.6232,98.5703,0.9893,0,1.0000,0
1851,5,2,0.40,0.75,true,112.9619,98.7517,0.8561,0,1.0000,0
1852,5,2,0.40,0.75,true,148.4755,105.3963,0.5913,0,1.0000,0
1853,5,2,0.40,0.75,true,134.7764,97.3269,0.6152,0,1.0000,0
1854,5,2,0.40,0.75,true,114.1024,94.2234,0.7890,0,1.0000,0
1855,5,2,0.40,0.75,true,150.3761,99.5779,0.4899,0,1.0000,0
1856,5,2,0.40,0.75,true,131.6649,101.1412,0.6982,0,1.0000,0
1857,5,2,0.40,0.75,true,95.3585,98.5676,0.9674,0,1.0000,0
1858,5,2,0.40,0.75,true,115.8545,98.4195,0.8228,0,1.0000,0
1859,5,2,0.40,0.75,true,101.9021,98.1555,0.9618,0,1.0000,0
1860,5,2,0.40,0.80,true,117.9789,93.6151,0.7397,0,1.0000,0
1861,5,2,0.40,0.80,true,110.9432,98.5483,0.8742,0,1.0000,0
1862,5,2,0.40,0.80,true,117.3110,95.7115,0.7743,0,1.0000,0
1863,5,2,0.40,0.80,true,132.5358,102.6599,0.7090,2,1.0000,0
1864,5,2,0.40,0.80,true,120.5070,103.2817,0.8332,3,1.0000,0
1865,5,2,0.40,0.80,true,118.8984,99.7631,0.8082,5,1.0000,0
1866,5,2,0.40,0.80,true,136.1988,103.5163,0.6843,0,1.0000,0
1867,5,2,0.40,0.80,true,141.6799,96.3359,0.5293,0,1.0000,0
1868,5,2,0.40,0.80,true,110.9355,99.9417,0.8900,0,1.0000,0
1869,5,2,0.40,0.80,true,98.4529,104.7052,0.9403,0,1.0000,0
1870,5,2,0.40,0.80,true,98.6846,97.0627,0.9833,0,1.0000,0
1871,5,2,0.40,0.80,true,93.3896,95.7903,0.9749,0,1.0000,0
1872,5,2,0.40,0.80,true,122.2406,96.9321,0.7389,0,1.0000,0
1873,5,2,0.40,0.80,true,152.0062,98.9260,0.4634,0,1.0000,0
1874,5,2,0.40,0.80,true,85.4582,99.7741,0.8565,0,1.0000,0
1875,5,2,0.40,0.80,true,118.8367,101.6366,0.8308,0,1.0000,0
1876,5,2,0.40,0.80,true,101.5525,98.0882,0.9647,0,1.0000,0
1877,5,2,0.40,0.80,true,144.6003,100.4275,0.5602,0,1.0000,0
1878,5,2,0.40,0.80,true,116.9647,103.0000,0.8644,0,1.0000,0
1879,5,2,0.40,0.80,true,131.2249,94.8579,0.6166,0,1.0000,0
1880,5,2,0.40,0.80,true,100.1088,95.8128,0.9552,0,1.0000,0
1881,5,2,0.40,0.80,true,144.0099,106.2101,0.6441,0,1.0000,0
1882,5,2,0.40,0.80,true,116.3696,101.1234,0.8492,2,1.0000,0
1883,5,2,0.40,0.80,true,127.7624,105.8678,0.7932,0,1.0000,0
1884,5,2,0.40,0.80,true,115.9523,100.2640,0.8435,0,1.0000,0
1885,5,2,0.40,0.80,true,97.0419,104.9816,0.9244,0,1.0000,0
1886,5,2,0.40,0.80,true,121.3912,103.2694,0.8245,0,1.0000,0
1887,5,2,0.40,0.80,true,98.5545,102.2792,0.9636,0,1.0000,0
1888,5,2,0.40,0.80,true,123.9919,95.7374,0.7049,0,1.0000,0
1889,5,2,0.40,0.80,true,115.2760,96.0108,0.7993,0,1.0000,0
1890,5,2,0.40,0.85,true,135.5663,101.0343,0.6582,0,1.0000,0
1891,5,2,0.40,0.85,true,143.1441,101.0623,0.5836,0,1.0000,0
1892,5,2,0.40,0.85,true,116.8848,101.3446,0.8467,0,1.0000,0
1893,5,2,0.40,0.85,true,104.8125,95.4905,0.9024,0,1.0000,0
1894,5,2,0.40,0.85,true,130.8913,95.5261,0.6298,0,1.0000,0
1895,5,2,0.40,0.85,true,125.5965,104.2852,0.7956,0,1.0000,0
1896,5,2,0.40,0.85,true,130.8358,99.0500,0.6791,0,1.0000,0
1897,5,2,0.40,0.85,true,109.8448,104.7472,0.9513,0,1.0000,0
1898,5,2,0.40,0.85,true,113.8983,103.9899,0.9047,0,1.0000,0
1899,5,2,0.40,0.85,true,129.5369,99.2363,0.6947,0,1.0000,0
1900,5,2,0.40,0.85,true,136.4374,96.5133,0.5863,0,1.0000,0
1901,5,2,0.40,0.85,true,114.3860,106.1970,0.9229,0,1.0000,0
1902,5,2,0.40,0.85,true,124.8717,96.6269,0.7077,0,1.0000,0
1903,5,2,0.40,0.85,true,126.7685,97.7908,0.7037,0,1.0000,0
1904,5,2,0.40,0.85,true,109.6176,98.1378,0.8830,0,1.0000,0
1905,5,2,0.40,0.85,true,108.6031,99.7905,0.9117,0,1.0000,0
1906,5,2,0.40,0.85,true,124.2634,108.5237,0.8550,0,1.0000,0
1907,5,2,0.40,0.85,true,107.6685,99.4412,0.9173,0,1.0000,0
1908,5,2,0.40,0.85,true,92.6953,95.1168,0.9745,0,1.0000,0
1909,5,2,0.40,0.85,true,105.6083,97.2216,0.9137,0,1.0000,0
1910,5,2,0.40,0.85,true,115.4732,102.9224,0.8781,0,1.0000,0
1911,5,2,0.40,0.85,true,121.6892,91.5607,0.6709,0,1.0000,0
1912,5,2,0.40,0.85,true,118.7028,97.6455,0.7843,0,1.0000,0
1913,5,2,0.40,0.85,true,129.4934,100.4833,0.7113,0,1.0000,0
1914,5,2,0.40,0.85,true,110.0951,107.0815,0.9719,2,1.0000,0
1915,5,2,0.40,0.85,true,143.8095,99.2108,0.5505,0,1.0000,0
1916,5,2,0.40,0.85,true,118.7918,97.8496,0.7860,0,1.0000,0
1917,5,2,0.40,0.85,true,117.5891,100.6243,0.8314,0,1.0000,0
1918,5,2,0.40,0.85,true,122.1939,99.6166,0.7734,0,1.0000,0
1919,5,2,0.40,0.85,true,100.0852,105.4691,0.9490,0,1.0000,0
1920,5,2,0.40,0.90,true,119.1710,98.7555,0.7933,0,1.0000,0
1921,5,2,0.40,0.90,true,99.3693,104.8543,0.9477,0,1.0000,0
1922,5,2,0.40,0.90,true,124.4810,96.8382,0.7145,0,1.0000,0
1923,5,2,0.40,0.90,true,92.2671,97.3766,0.9475,0,1.0000,0
1924,5,2,0.40,0.90,true,113.9378,96.0394,0.8136,0,1.0000,0
1925,5,2,0.40,0.90,true,118.7270,100.4594,0.8182,0,1.0000,0
1926,5,2,0.40,0.90,true,124.9657,96.3041,0.7024,0,1.0000,0
1927,5,2,0.40,0.90,true,101.7063,99.8281,0.9812,0,1.0000,0
1928,5,2,0.40,0.90,true,116.7164,97.7454,0.8059,0,1.0000,0
1929,5,2,0.40,0.90,true,123.7464,107.5571,0.8495,0,1.0000,0
1930,5,2,0.40,0.90,true,147.3434,97.2245,0.4845,0,1.0000,0
1931,5,2,0.40,0.90,true,101.3931,96.8413,0.9530,0,1.0000,0
1932,5,2,0.40,0.90,true,125.6930,98.8742,0.7288,0,1.0000,0
1933,5,2,0.40,0.90,true,88.6501,99.0207,0.8953,0,1.0000,0
1934,5,2,0.40,0.90,true,116.2588,91.9150,0.7351,0,1.0000,0
1935,5,2,0.40,0.90,true,122.1453,100.9767,0.7904,0,1.0000,0
1936,5,2,0.40,0.90,true,146.1079,99.5978,0.5330,3,1.0000,0
1937,5,2,0.40,0.90,true,132.8469,96.3640,0.6214,0,1.0000,0
1938,5,2,0.40,0.90,true,113.8578,103.1439,0.8961,0,1.0000,0
1939,5,2,0.40,0.90,true,127.3808,99.2820,0.7170,0,1.0000,0
1940,5,2,0.40,0.90,true,124.4256,98.3985,0.7355,0,1.0000,0
1941,5,2,0.40,0.90,true,135.3616,106.6416,0.7307,0,1.0000,0
1942,5,2,0.40,0.90,true,116.0865,93.6063,0.7598,0,1.0000,0
1943,5,2,0.40,0.90,true,122.0067,97.5908,0.7498,0,1.0000,0
1944,5,2,0.40,0.90,true,137.5136,102.4159,0.6573,0,1.0000,0
1945,5,2,0.40,0.90,true,113.9419,102.0850,0.8839,0,1.0000,0
1946,5,2,0.40,0.90,true,111.8624,96.8750,0.8453,0,1.0000,0
1947,5,2,0.40,0.90,true,119.2151,96.2461,0.7614,0,1.0000,0
1948,5,2,0.40,0.90,true,149.9024,104.3450,0.5634,0,1.0000,0
1949,5,2,0.40,0.90,true,123.3580,107.2111,0.8494,0,1.0000,0
1950,5,2,0.40,0.95,true,115.1085,104.0330,0.8935,0,1.0000,0
1951,5,2,0.40,0.95,true,125.6688,101.8174,0.7657,0,1.0000,0
1952,5,2,0.40,0.95,true,110.4611,104.5697,0.9437,0,1.0000,0
1953,5,2,0.40,0.95,true,101.0452,97.7382,0.9662,0,1.0000,0
1954,5,2,0.40,0.95,true,96.8862,101.4704,0.9548,0,1.0000,0
1955,5,2,0.40,0.95,true,156.7357,101.8073,0.4605,0,1.0000,0
1956,5,2,0.40,0.95,true,119.0677,98.6163,0.7926,0,1.0000,0
1957,5,2,0.40,0.95,true,91.0052,96.9007,0.9392,0,1.0000,0
1958,5,2,0.40,0.95,true,121.9581,101.9794,0.8041,0,1.0000,0
1959,5,2,0.40,0.95,true,96.5929,96.2203,0.9961,0,1.0000,0
1960,5,2,0.40,0.95,true,110.6528,98.2935,0.8743,0,1.0000,0
1961,5,2,0.40,0.95,true,93.0344,99.8077,0.9321,0,1.0000,0
1962,5,2,0.40,0.95,true,132.1299,100.7480,0.6885,0,1.0000,0
1963,5,2,0.40,0.95,true,101.4067,99.7077,0.9830,0,1.0000,0
1964,5,2,0.40,0.95,true,110.0845,103.1770,0.9331,0,1.0000,0
1965,5,2,0.40,0.95,true,92.6246,103.3480,0.8962,0,1.0000,0
1966,5,2,0.40,0.95,true,107.1925,93.4699,0.8532,0,1.0000,0
1967,5,2,0.40,0.95,true,135.0873,101.7431,0.6723,0,1.0000,0
1968,5,2,0.40,0.95,true,126.9568,103.2902,0.7709,0,1.0000,0
1969,5,2,0.40,0.95,true,145.4578,99.5465,0.5388,0,1.0000,0
1970,5,2,0.40,0.95,true,117.7369,97.0490,0.7868,0,1.0000,0
1971,5,2,0.40,0.95,true,107.7371,99.3886,0.9160,0,1.0000,0
1972,5,2,0.40,0.95,true,120.3500,103.0096,0.8317,0,1.0000,0
1973,5,2,0.40,0.95,true,137.6266,98.2750,0.5996,0,1.0000,0
1974,5,2,0.40,0.95,true,98.2606,100.0037,0.9826,0,1.0000,0
1975,5,2,0.40,0.95,true,117.0513,100.0768,0.8304,0,1.0000,0
1976,5,2,0.40,0.95,true,83.5289,95.3941,0.8756,0,1.0000,0
1977,5,2,0.40,0.95,true,86.2717,93.0503,0.9272,0,1.0000,0
1978,5,2,0.40,0.95,true,119.2092,98.0579,0.7843,0,1.0000,0
1979,5,2,0.40,0.95,true,142.2447,99.5146,0.5706,0,1.0000,0
1980,5,3,0.60,0.70,true,125.4868,102.5496,0.7763,0,1.0000,0
1981,5,3,0.60,0.70,true,140.8554,105.5861,0.6660,0,1.0000,0
1982,5,3,0.60,0.70,true,116.0644,91.6907,0.7342,0,1.0000,0
1983,5,3,0.60,0.70,true,89.9203,102.5849,0.8765,0,1.0000,0
1984,5,3,0.60,0.70,true,142.0569,100.5813,0.5876,0,1.0000,0
1985,5,3,0.60,0.70,true,126.9437,98.0679,0.7056,0,1.0000,0
1986,5,3,0.60,0.70,true,132.6875,105.1981,0.7387,0,1.0000,0
1987,5,3,0.60,0.70,true,145.6990,97.8429,0.5109,0,1.0000,0
1988,5,3,0.60,0.70,true,139.9800,105.5434,0.6737,0,1.0000,0
1989,5,3,0.60,0.70,true,146.5318,98.2204,0.5081,0,1.0000,0
1990,5,3,0.60,0.70,true,143.6348,103.9868,0.6187,0,1.0000,0
1991,5,3,0.60,0.70,true,142.7537,102.1679,0.6028,0,1.0000,0
1992,5,3,0.60,0.70,true,134.0344,94.8247,0.5865,0,1.0000,0
1993,5,3,0.60,0.70,true,112.3288,99.2054,0.8677,0,1.0000,0
1994,5,3,0.60,0.70,true,96.4610,101.4134,0.9512,0,1.0000,0
1995,5,3,0.60,0.70,true,125.8859,92.3846,0.6374,0,1.0000,0
1996,5,3,0.60,0.70,true,159.9059,94.1479,0.3015,0,1.0000,0
1997,5,3,0.60,0.70,true,154.5204,98.3259,0.4285,0,1.0000,0
1998,5,3,0.60,0.70,true,100.3468,100.6684,0.9968,0,1.0000,0
1999,5,3,0.60,0.70,true,84.7072,94.5819,0.8956,0,1.0000,0
2000,5,3,0.60,0.70,true,151.1226,101.4572,0.5105,0,1.0000,0
2001,5,3,0.60,0.70,true,133.6751,100.0219,0.6635,0,1.0000,0
2002,5,3,0.60,0.70,true,140.6399,104.5328,0.6546,0,1.0000,0
2003,5,3,0.60,0.70,true,122.5527,98.2608,0.7528,0,1.0000,0
2004,5,3,0.60,0.70,true,102.2301,93.9287,0.9116,0,1.0000,0
2005,5,3,0.60,0.70,true,133.6329,96.8031,0.6195,0,1.0000,0
2006,5,3,0.60,0.70,true,128.5711,98.7937,0.6986,0,1.0000,0
2007,5,3,0.60,0.70,true,117.2645,96.1708,0.7807,0,1.0000,0
2008,5,3,0.60,0.70,true,125.3360,102.3602,0.7755,0,1.0000,0
2009,5,3,0.60,0.70,true,116.0436,102.8888,0.8721,0,1.0000,0
2010,5,3,0.60,0.75,true,112.9158,103.4176,0.9082,0,1.0000,0
2011,5,3,0.60,0.75,true,101.5100,101.4194,0.9991,0,1.0000,0
2012,5,3,0.60,0.75,true,128.1887,104.7379,0.7761,0,1.0000,0
2013,5,3,0.60,0.75,true,140.3679,101.0044,0.6103,0,1.0000,0
2014,5,3,0.60,0.75,true,113.9875,102.0010,0.8825,0,1.0000,0
2015,5,3,0.60,0.75,true,138.8805,101.6454,0.6337,0,1.0000,0
2016,5,3,0.60,0.75,true,135.1093,101.0050,0.6624,0,1.0000,0
2017,5,3,0.60,0.75,true,96.6869,102.6996,0.9415,0,1.0000,0
2018,5,3,0.60,0.75,true,145.7995,97.4739,0.5042,0,1.0000,0
2019,5,3,0.60,0.75,true,108.2946,98.7929,0.9038,0,1.0000,0
2020,5,3,0.60,0.75,true,138.0583,93.7025,0.5266,0,1.0000,0
2021,5,3,0.60,0.75,true,138.4359,99.7567,0.6123,0,1.0000,0
2022,5,3,0.60,0.75,true,128.0336,99.8996,0.7184,0,1.0000,0
2023,5,3,0.60,0.75,true,111.2566,102.7747,0.9175,0,1.0000,0
2024,5,3,0.60,0.75,true,110.7442,102.3115,0.9176,0,1.0000,0
2025,5,3,0.60,0.75,true,109.3870,94.5390,0.8429,0,1.0000,0
2026,5,3,0.60,0.75,true,164.7596,95.0785,0.2671,0,1.0000,0
2027,5,3,0.60,0.75,true,143.4401,94.2706,0.4784,0,1.0000,0
2028,5,3,0.60,0.75,true,151.1573,105.9036,0.5727,0,1.0000,0
2029,5,3,0.60,0.75,true,128.1341,99.6556,0.7142,0,1.0000,0
2030,5,3,0.60,0.75,true,119.3769,98.4865,0.7879,0,1.0000,0
2031,5,3,0.60,0.75,true,138.0486,105.2644,0.6886,0,1.0000,0
2032,5,3,0.60,0.75,true,136.1576,107.3527,0.7317,0,1.0000,0
2033,5,3,0.60,0.75,true,134.1250,99.0181,0.6455,0,1.0000,0
2034,5,3,0.60,0.75,true,170.5435,100.7689,0.3076,0,1.0000,0
2035,5,3,0.60,0.75,true,139.2922,99.8818,0.6054,0,1.0000,0
2036,5,3,0.60,0.75,true,133.1097,104.9644,0.7319,0,1.0000,0
2037,5,3,0.60,0.75,true,125.3728,98.4277,0.7262,0,1.0000,0
2038,5,3,0.60,0.75,true,105.5496,100.1288,0.9459,0,1.0000,0
2039,5,3,0.60,0.75,true,116.1288,100.2690,0.8418,0,1.0000,0
2040,5,3,0.60,0.80,true,133.4814,94.4580,0.5869,0,1.0000,0
2041,5,3,0.60,0.80,true,161.7010,99.8627,0.3808,0,1.0000,0
2042,5,3,0.60,0.80,true,113.2775,100.1739,0.8692,0,1.0000,0
2043,5,3,0.60,0.80,true,117.6176,107.3782,0.9046,0,1.0000,0
2044,5,3,0.60,0.80,true,161.1632,103.8364,0.4479,0,1.0000,0
2045,5,3,0.60,0.80,true,150.4009,93.6307,0.3937,0,1.0000,0
2046,5,3,0.60,0.80,true,138.0351,101.7686,0.6436,0,1.0000,0
2047,5,3,0.60,0.80,true,151.8702,104.8281,0.5512,0,1.0000,0
2048,5,3,0.60,0.80,true,115.3566,102.9120,0.8791,0,1.0000,0
2049,5,3,0.60,0.80,true,136.0955,105.7876,0.7135,0,1.0000,0
2050,5,3,0.60,0.80,true,137.6851,94.6867,0.5459,0,1.0000,0
2051,5,3,0.60,0.80,true,120.1704,98.1344,0.7755,0,1.0000,0
2052,5,3,0.60,0.80,true,120.8494,96.8530,0.7522,0,1.0000,0
2053,5,3,0.60,0.80,true,146.4571,106.1821,0.6207,0,1.0000,0
2054,5,3,0.60,0.80,true,174.2817,100.1714,0.2602,0,1.0000,0
2055,5,3,0.60,0.80,true,131.3832,101.8992,0.7107,0,1.0000,0
2056,5,3,0.60,0.80,true,145.4161,99.6901,0.5413,0,1.0000,0
2057,5,3,0.60,0.80,true,138.8567,101.2258,0.6282,0,1.0000,0
2058,5,3,0.60,0.80,true,105.5591,98.7636,0.9312,0,1.0000,0
2059,5,3,0.60,0.80,true,138.3577,96.6541,0.5685,0,1.0000,0
2060,5,3,0.60,0.80,true,108.0234,96.8135,0.8842,0,1.0000,0
2061,5,3,0.60,0.80,true,135.3844,95.1857,0.5777,0,1.0000,0
2062,5,3,0.60,0.80,true,160.9727,105.5636,0.4751,0,1.0000,0
2063,5,3,0.60,0.80,true,148.0326,97.7432,0.4855,0,1.0000,0
2064,5,3,0.60,0.80,true,140.2725,96.9182,0.5527,0,1.0000,0
2065,5,3,0.60,0.80,true,115.0435,102.7513,0.8804,0,1.0000,0
2066,5,3,0.60,0.80,true,122.7904,96.6356,0.7293,0,1.0000,0
2067,5,3,0.60,0.80,true,106.0419,99.1281,0.9303,0,1.0000,0
2068,5,3,0.60,0.80,true,149.3795,92.3766,0.3829,0,1.0000,0
2069,5,3,0.60,0.80,true,156.5250,99.3599,0.4247,0,1.0000,0
2070,5,3,0.60,0.85,true,139.8474,95.9638,0.5427,0,1.0000,0
2071,5,3,0.60,0.85,true,138.9676,94.1931,0.5247,0,1.0000,0
2072,5,3,0.60,0.85,true,115.4089,102.1250,0.8699,0,1.0000,0
2073,5,3,0.60,0.85,true,120.7375,102.0362,0.8167,0,1.0000,0
2074,5,3,0.60,0.85,true,117.0180,95.1364,0.7700,0,1.0000,0
2075,5,3,0.60,0.85,true,171.4667,104.3294,0.3565,0,1.0000,0
2076,5,3,0.60,0.85,true,118.8888,96.7616,0.7713,0,1.0000,0
2077,5,3,0.60,0.85,true,145.8416,91.5029,0.4062,0,1.0000,0
2078,5,3,0.60,0.85,true,185.9916,106.7115,0.2571,0,1.0000,0
2079,5,3,0.60,0.85,true,138.7677,102.1635,0.6417,0,1.0000,0
2080,5,3,0.60,0.85,true,117.7164,100.0748,0.8237,0,1.0000,0
2081,5,3,0.60,0.85,true,124.2204,101.1558,0.7720,0,1.0000,0
2082,5,3,0.60,0.85,true,84.2623,95.2279,0.8848,0,1.0000,0
2083,5,3,0.60,0.85,true,121.7665,96.6426,0.7400,0,1.0000,0
2084,5,3,0.60,0.85,true,158.1017,101.4880,0.4422,0,1.0000,0
2085,5,3,0.60,0.85,true,128.7781,92.9430,0.6144,0,1.0000,0
2086,5,3,0.60,0.85,true,111.2681,97.7431,0.8616,0,1.0000,0
2087,5,3,0.60,0.85,true,110.1724,94.4831,0.8339,0,1.0000,0
2088,5,3,0.60,0.85,true,113.5422,102.4060,0.8913,0,1.0000,0
2089,5,3,0.60,0.85,true,143.4559,100.9939,0.5796,0,1.0000,0
2090,5,3,0.60,0.85,true,109.4957,107.3321,0.9798,0,1.0000,0
2091,5,3,0.60,0.85,true,130.3002,103.8085,0.7448,0,1.0000,0
2092,5,3,0.60,0.85,true,101.7921,93.9794,0.9169,0,1.0000,0
2093,5,3,0.60,0.85,true,131.4539,105.1121,0.7494,0,1.0000,0
2094,5,3,0.60,0.85,true,119.9031,102.1241,0.8259,0,1.0000,0
2095,5,3,0.60,0.85,true,141.2332,99.0173,0.5737,0,1.0000,0
2096,5,3,0.60,0.85,true,132.2822,97.6387,0.6452,0,1.0000,0
2097,5,3,0.60,0.85,true,128.7354,103.5198,0.7564,0,1.0000,0
2098,5,3,0.60,0.85,true,121.5772,107.9941,0.8742,0,1.0000,0
2099,5,3,0.60,0.85,true,157.7639,97.8392,0.3875,0,1.0000,0
2100,5,3,0.60,0.90,true,130.7454,97.7412,0.6623,0,1.0000,0
2101,5,3,0.60,0.90,true,114.7721,105.4061,0.9111,0,1.0000,0
2102,5,3,0.60,0.90,true,132.7348,94.3985,0.5939,0,1.0000,0
2103,5,3,0.60,0.90,true,115.1188,96.9943,0.8131,0,1.0000,0
2104,5,3,0.60,0.90,true,134.8141,94.8015,0.5779,0,1.0000,0
2105,5,3,0.60,0.90,true,130.8437,97.7502,0.6614,0,1.0000,0
2106,5,3,0.60,0.90,true,138.5223,102.8669,0.6534,0,1.0000,0
2107,5,3,0.60,0.90,true,179.9240,98.1390,0.1666,0,1.0000,0
2108,5,3,0.60,0.90,true,171.8672,95.3119,0.1968,0,1.0000,0
2109,5,3,0.60,0.90,true,178.8653,93.6544,0.0902,0,1.0000,0
2110,5,3,0.60,0.90,true,128.1139,98.6026,0.7007,0,1.0000,0
2111,5,3,0.60,0.90,true,117.7150,106.3557,0.8932,0,1.0000,0
2112,5,3,0.60,0.90,true,132.2172,91.7260,0.5586,0,1.0000,0
2113,5,3,0.60,0.90,true,129.0875,98.2608,0.6863,0,1.0000,0
2114,5,3,0.60,0.90,true,98.8239,102.3949,0.9651,0,1.0000,0
2115,5,3,0.60,0.90,true,127.6910,100.4962,0.7294,0,1.0000,0
2116,5,3,0.60,0.90,true,172.9633,102.5917,0.3141,0,1.0000,0
2117,5,3,0.60,0.90,true,138.6724,107.4383,0.7093,0,1.0000,0
2118,5,3,0.60,0.90,true,121.0181,93.5025,0.7057,0,1.0000,0
2119,5,3,0.60,0.90,true,128.7728,101.0924,0.7262,0,1.0000,0
2120,5,3,0.60,0.90,true,142.1917,101.0507,0.5929,0,1.0000,0
2121,5,3,0.60,0.90,true,106.5956,101.8704,0.9536,0,1.0000,0
2122,5,3,0.60,0.90,true,105.1720,105.8391,0.9937,0,1.0000,0
2123,5,3,0.60,0.90,true,117.9675,105.7148,0.8841,0,1.0000,0
2124,5,3,0.60,0.90,true,149.6467,96.0363,0.4418,0,1.0000,0
2125,5,3,0.60,0.90,true,139.9232,102.2572,0.6317,0,1.0000,0
2126,5,3,0.60,0.90,true,136.4684,109.1531,0.7498,0,1.0000,0
2127,5,3,0.60,0.90,true,123.1722,95.9289,0.7160,0,1.0000,0
2128,5,3,0.60,0.90,true,145.1690,98.0278,0.5191,0,1.0000,0
2129,5,3,0.60,0.90,true,124.1610,98.0188,0.7333,0,1.0000,0
2130,5,3,0.60,0.95,true,142.4142,102.1375,0.6057,0,1.0000,0
2131,5,3,0.60,0.95,true,125.4881,97.8627,0.7177,0,1.0000,0
2132,5,3,0.60,0.95,true,98.7089,96.3772,0.9758,0,1.0000,0
2133,5,3,0.60,0.95,true,143.4651,101.2576,0.5832,0,1.0000,0
2134,5,3,0.60,0.95,true,113.8929,99.1384,0.8512,0,1.0000,0
2135,5,3,0.60,0.95,true,115.5236,97.8429,0.8193,0,1.0000,0
2136,5,3,0.60,0.95,true,149.2928,101.6680,0.5316,0,1.0000,0
2137,5,3,0.60,0.95,true,105.6560,96.1601,0.9012,0,1.0000,0
2138,5,3,0.60,0.95,true,112.1720,98.0682,0.8562,0,1.0000,0
2139,5,3,0.60,0.95,true,107.1847,106.8389,0.9968,0,1.0000,0
2140,5,3,0.60,0.95,true,146.6513,103.7493,0.5865,0,1.0000,0
2141,5,3,0.60,0.95,true,132.4617,97.0296,0.6348,0,1.0000,0
2142,5,3,0.60,0.95,true,113.6439,96.9435,0.8277,0,1.0000,0
2143,5,3,0.60,0.95,true,124.8359,99.4943,0.7453,0,1.0000,0
2144,5,3,0.60,0.95,true,152.3347,101.3207,0.4965,0,1.0000,0
2145,5,3,0.60,0.95,true,150.1766,96.0630,0.4367,0,1.0000,0
2146,5,3,0.60,0.95,true,154.4605,98.3509,0.4295,0,1.0000,0
2147,5,3,0.60,0.95,true,134.2574,97.1749,0.6184,0,1.0000,0
2148,5,3,0.60,0.95,true,134.9425,93.6430,0.5590,2,1.0000,0
2149,5,3,0.60,0.95,true,85.2067,98.9677,0.8610,0,1.0000,0
2150,5,3,0.60,0.95,true,109.6726,105.8267,0.9637,0,1.0000,0
2151,5,3,0.60,0.95,true,129.3900,98.3205,0.6840,0,1.0000,0
2152,5,3,0.60,0.95,true,123.7606,101.3046,0.7783,0,1.0000,0
2153,5,3,0.60,0.95,true,148.4791,95.8392,0.4507,0,1.0000,0
2154,5,3,0.60,0.95,true,171.8173,109.0856,0.4249,0,1.0000,0
2155,5,3,0.60,0.95,true,140.1113,97.8370,0.5679,0,1.0000,0
2156,5,3,0.60,0.95,true,136.2307,95.9783,0.5806,0,1.0000,0
2157,5,3,0.60,0.95,true,137.4693,103.6741,0.6740,0,1.0000,0
2158,5,3,0.60,0.95,true,131.5126,100.7519,0.6947,0,1.0000,0
2159,5,3,0.60,0.95,true,132.4323,100.3276,0.6800,0,1.0000,0
2160,7,0,0.00,0.70,true,99.6741,99.6741,1.0000,0,1.0000,0
2161,7,0,0.00,0.70,true,103.7021,103.7021,1.0000,0,1.0000,0
2162,7,0,0.00,0.70,true,100.1743,100.1743,1.0000,0,1.0000,0
2163,7,0,0.00,0.70,true,100.5776,100.5776,1.0000,0,1.0000,0
2164,7,0,0.00,0.70,true,102.4633,102.4633,1.0000,0,1.0000,0
2165,7,0,0.00,0.70,true,98.7044,98.7044,1.0000,0,1.0000,0
2166,7,0,0.00,0.70,true,102.0810,102.0810,1.0000,0,1.0000,0
2167,7,0,0.00,0.70,true,98.8565,98.8565,1.0000,0,1.0000,0
2168,7,0,0.00,0.70,true,105.5569,105.5569,1.0000,0,1.0000,0
2169,7,0,0.00,0.70,true,93.5450,93.5450,1.0000,0,1.0000,0
2170,7,0,0.00,0.70,true,103.6857,103.6857,1.0000,0,1.0000,0
2171,7,0,0.00,0.70,true,101.5677,101.5677,1.0000,0,1.0000,0
2172,7,0,0.00,0.70,true,101.3451,101.3451,1.0000,0,1.0000,0
2173,7,0,0.00,0.70,true,99.5968,99.5968,1.0000,0,1.0000,0
2174,7,0,0.00,0.70,true,103.7881,103.7881,1.0000,0,1.0000,0
2175,7,0,0.00,0.70,true,99.7057,99.7057,1.0000,0,1.0000,0
2176,7,0,0.00,0.70,true,99.4157,99.4157,1.0000,0,1.0000,0
